,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,26634000000.0,3437000000.0,23197000000.0,20937000000.0,1984000000.0,1110000000.0,0.21,10798980000.0,557371000000.0001,1536781000000.0,638038000000.0001,2174819000000.0,0.0,1610060000000.0,279641000000.0,327466000000.0,1937526000000.0,237293000000.0,1027000000.0,26468000000.0,55000000.0,1670000000.0,-482000000.0,-36552000000.0,12.18
2013-06-30,26003000000.0,3276000000.0,22727000000.0,16955000000.0,5498000000.0,3571000000.0,0.33,10775870000.0,527146000000.0001,1509556000000.0,613764000000.0001,2123320000000.0,0.0,1581276000000.0,262480000000.0,311012000000.0,1892288000000.0,231032000000.0,991000000.0,46128000000.0,-153000000.0,-3962000000.0,-472000000.0,-43581000000.0,12.86
2013-09-30,24646000000.0,3116000000.0,21530000000.0,16415000000.0,4845000000.0,2218000000.0,0.21,10718920000.0,548895000000.0001,1538921000000.0,587732000000.0001,2126653000000.0,0.0,1594472000000.0,255331000000.0,299899000000.0,1894371000000.0,232282000000.0,1283000000.0,8227000000.0,-255000000.0,9602000000.0,-362000000.0,4142000000.0,13.8
2013-12-31,24414000000.0,2926000000.0,21488000000.0,17377000000.0,3845000000.0,3183000000.0,0.30000000000000004,10731170000.0,534183000000.0001,1515798000000.0,586475000000.0001,2102273000000.0,0.0,1582507000000.0,249674000000.0,287081000000.0,1869588000000.0,232685000000.0,959000000.0,11994000000.0,0.0,17748000000.0,-361000000.0,-19451000000.0,15.57
2014-03-31,25416000000.0,2850000000.0,22566000000.0,23008000000.0,-681000000.0,-514000000.0,-0.05,10560520000.0,575686000000.0001,1551737000000.0,598114000000.0001,2149851000000.0,0.0,1626267000000.0,254785000000.0,291696000000.0,1917963000000.0,231888000000.0,1296000000.0,22723000000.0,-266000000.0,-29415000000.0,-344000000.0,27017000000.0,17.2
2014-06-30,24675000000.0,2928000000.0,21747000000.0,18717000000.0,2795000000.0,2035000000.0,0.19,10519360000.0,587946000000.0001,1558709000000.0,611848000000.0001,2170557000000.0,0.0,1637428000000.0,257071000000.0,295718000000.0,1933146000000.0,237411000000.0,1237000000.0,4778000000.0,-185000000.0,-14394000000.0,-360000000.0,10679000000.0,15.37
2014-09-30,23848000000.0,2639000000.0,21209000000.0,20544000000.0,431000000.0,-470000000.0,-0.01,10515790000.0,548317000000.0001,1499527000000.0,624086000000.0001,2123613000000.0,0.0,1590579000000.0,250115000000.0,294353000000.0,1884932000000.0,238681000000.0,1022000000.0,2946000000.0,-233000000.0,8471000000.0,-765000000.0,-34183000000.0,17.05
2014-12-31,22890000000.0,2518000000.0,20372000000.0,14726000000.0,5418000000.0,3425000000.0,0.26,10527820000.0,529707000000.0001,1471360000000.0,633174000000.0001,2104534000000.0,0.0,1571015000000.0,243139000000.0,290048000000.0,1861063000000.0,243471000000.0,666000000.0,348000000.0,0.0,27078000000.0,-837000000.0,-15714000000.0,17.89
2015-03-31,23426000000.0,2512000000.0,20914000000.0,16379000000.0,4322000000.0,2715000000.0,0.28,10518790000.0,563529000000.0001,1501257000000.0,642288000000.0001,2143545000000.0,0.0,1603265000000.0,237858000000.0,290092000000.0,1893357000000.0,250188000000.0,1586000000.0,245000000.0,0.0,-13512000000.0,-846000000.0,38512000000.0,15.39
2015-06-30,24600000000.0,2644000000.0,21956000000.0,14526000000.0,7218000000.0,4804000000.0,0.48,10488140000.0,560519000000.0001,1505319000000.0,643715000000.0001,2149034000000.0,0.0,1610378000000.0,243414000000.0,286997000000.0,1897375000000.0,251659000000.0,100000000.0,-3332000000.0,0.0,-14473000000.0,-917000000.0,17830000000.0,17.02
2015-09-30,23488000000.0,2496000000.0,20992000000.0,14538000000.0,6247000000.0,4178000000.0,0.39,10444290000.0,563610000000.0001,1510927000000.0,642079000000.0001,2153006000000.0,0.0,1613951000000.0,237288000000.0,283150000000.0,1897101000000.0,255905000000.0,1558000000.0,25796000000.0,0.0,-4768000000.0,-961000000.0,-13938000000.0,15.58
2015-12-31,22000000000.0,2897000000.0,19103000000.0,15335000000.0,3768000000.0,2730000000.0,0.29,10462280000.0,536106000000.0001,1486620000000.0,657667000000.0001,2144287000000.0,0.0,1612897000000.0,236764000000.0,275214000000.0,1888111000000.0,256176000000.0,1758000000.0,5688000000.0,0.0,-22818000000.0,-850000000.0,6131000000.0,16.83
2016-03-31,23313000000.0,2523000000.0,20790000000.0,15626000000.0,4977000000.0,3015000000.0,0.21,10370090000.0,585617000000.0001,1537691000000.0,647807000000.0001,2185498000000.0,0.0,1648810000000.0,232849000000.0,273912000000.0,1922722000000.0,262776000000.0,1094000000.0,10897000000.0,0.0,-21374000000.0,-974000000.0,29328000000.0,13.52
2016-06-30,23742000000.0,2456000000.0,21286000000.0,14283000000.0,6817000000.0,4422000000.0,0.38,10328420000.0,567867000000.0001,1526181000000.0,660428000000.0001,2186609000000.0,0.0,1642362000000.0,229617000000.0,277178000000.0,1919540000000.0,267069000000.0,1355000000.0,15294000000.0,0.0,-9116000000.0,-879000000.0,-15418000000.0,13.27
2016-09-30,24044000000.0,2409000000.0,21635000000.0,14150000000.0,7304000000.0,4452000000.0,0.43,10250120000.0,558599000000.0001,1516617000000.0,678697000000.0001,2195314000000.0,0.0,1656611000000.0,225136000000.0,268620000000.0,1925231000000.0,270083000000.0,1446000000.0,526000000.0,0.0,-32510000000.0,-1178000000.0,3860000000.0,15.65
2016-12-31,22563000000.0,2573000000.0,19990000000.0,14621000000.0,5369000000.0,4251000000.0,0.43,10284100000.0,536032000000.0001,1499303000000.0,688764000000.0001,2188067000000.0,0.0,1665569000000.0,216823000000.0,256303000000.0,1921872000000.0,266195000000.0,1480000000.0,-9440000000.0,0.0,715000000.0,-1163000000.0,15383000000.0,22.1
2017-03-31,24900000000.0,2652000000.0,22248000000.0,14928000000.0,7320000000.0,4835000000.0,0.43,10099600000.0,599769000000.0001,1569184000000.0,678517000000.0001,2247701000000.0,0.0,1721735000000.0,221385000000.0,257813000000.0,1979548000000.0,268153000000.0,1078000000.0,-12989000000.0,0.0,-13941000000.0,-1255000000.0,46404000000.0,23.59
2017-06-30,25989000000.0,3160000000.0,22829000000.0,14708000000.0,8121000000.0,4745000000.0,0.49,10013500000.0,602426000000.0001,1573441000000.0,681088000000.0001,2254529000000.0,0.0,1724739000000.0,223923000000.0,258803000000.0,1983542000000.0,270987000000.0,1052000000.0,9649000000.0,0.0,-9984000000.0,-1148000000.0,-9637000000.0,24.26
2017-09-30,25335000000.0,3496000000.0,21839000000.0,14228000000.0,7611000000.0,4959000000.0,0.5,10197900000.0,609407000000.0001,1594929000000.0,688967000000.0001,2283896000000.0,0.0,1750990000000.0,228666000000.0,260447000000.0,2011437000000.0,272459000000.0,1105000000.0,20304000000.0,0.0,-15699000000.0,-1721000000.0,8658000000.0,25.34
2017-12-31,23242000000.0,3032000000.0,20210000000.0,14049000000.0,6161000000.0,2079000000.0,0.2,10195600000.0,590692000000.0001,1590101000000.0,691133000000.0001,2281234000000.0,0.0,1752386000000.0,227402000000.0,261702000000.0,2014088000000.0,267146000000.0,1119000000.0,-7100000000.0,0.0,-11917000000.0,-1576000000.0,3843000000.0,29.52
2018-03-31,26900000000.0,3830000000.0,23070000000.0,14676000000.0,8394000000.0,6490000000.0,0.63,10322400000.0,655417000000.0001,1646589000000.0,681889000000.0001,2328478000000.0,0.0,1796098000000.0,232256000000.0,266156000000.0,2062254000000.0,266224000000.0,986000000.0,40354000000.0,0.0,-22849000000.0,-1674000000.0,28602000000.0,29.99
2018-06-30,27090000000.0,4541000000.0,22549000000.0,14051000000.0,8498000000.0,6466000000.0,0.64,10181700000.0,609317000000.0001,1599415000000.0,692255000000.0001,2291670000000.0,0.0,1767254000000.0,226595000000.0,260200000000.0,2027454000000.0,264216000000.0,947000000.0,-6518000000.0,0.0,1980000000.0,-1571000000.0,-27085000000.0,28.19
2018-09-30,27628000000.0,4904000000.0,22724000000.0,13730000000.0,8994000000.0,6701000000.0,0.67,10031600000.0,660078000000.0001,1642683000000.0,696150000000.0001,2338833000000.0,0.0,1806386000000.0,234100000000.0,270289000000.0,2076675000000.0,262158000000.0,1017000000.0,19606000000.0,0.0,-26282000000.0,-1905000000.0,21045000000.0,29.46
2018-12-31,28009000000.0,5332000000.0,22677000000.0,13979000000.0,8698000000.0,7039000000.0,0.71,10096500000.0,660377000000.0001,1673852000000.0,680655000000.0001,2354507000000.0,0.0,1821899000000.0,229392000000.0,267283000000.0,2089182000000.0,265325000000.0,937000000.0,-13922000000.0,0.0,-24317000000.0,-1745000000.0,30556000000.0,24.64
2019-03-31,28799000000.0,5795000000.0,23004000000.0,14237000000.0,8767000000.0,6869000000.0,0.71,9725900000.0,687182000000.0001,1683013000000.0,694151000000.0001,2377164000000.0,0.0,1839887000000.0,233929000000.0,270267000000.0,2110154000000.0,267010000000.0,780000000.0,15101000000.0,0.0,-4767000000.0,-1926000000.0,-15508000000.0,27.59
2019-06-30,29119000000.0,6035000000.0,23084000000.0,14125000000.0,8959000000.0,7109000000.0,0.75,9523200000.0,680150000000.0001,1693168000000.0,702724000000.0001,2395892000000.0,0.0,1848093000000.0,238011000000.0,276391000000.0,2124484000000.0,271408000000.0,882000000.0,-6725000000.0,0.0,-2451000000.0,-1696000000.0,7923000000.0,29.0
2019-09-30,28536000000.0,5729000000.0,22807000000.0,15948000000.0,6859000000.0,5272000000.0,0.5700000000000001,9303600000.0,699930000000.0001,1725778000000.0,700552000000.0001,2426330000000.0,0.0,1876513000000.0,243405000000.0,281430000000.0,2157943000000.0,268387000000.0,1047000000.0,-5702000000.0,0.0,-30133000000.0,-464000000.0,22828000000.0,29.17
2019-12-31,27135000000.0,4786000000.0,22349000000.0,14180000000.0,8169000000.0,6748000000.0,0.75,9390500000.0,673090000000.0001,1712195000000.0,721884000000.0001,2434079000000.0,215430000000.0,1890184000000.0,240856000000.0,279085000000.0,2169269000000.0,264810000000.0,1086000000.0,59103000000.0,0.0,-43279000000.0,-1848000000.0,-11866000000.0,35.22
2020-03-31,26735000000.0,3968000000.0,22767000000.0,18236000000.0,4531000000.0,3541000000.0,0.4,8815600000.0,757965000000.0001,1870084000000.0,749870000000.0001,2619954000000.0,220073000000.0,2043666000000.0,256712000000.0,311370000000.0,2355036000000.0,264918000000.0,914000000.0,19043000000.0,0.0,-90411000000.0,-2083000000.0,161147000000.0,21.23
2020-06-30,24018000000.0,1692000000.0,22326000000.0,18527000000.0,3799000000.0,3284000000.0,0.38,8739900000.0,973061000000.0,2015389000000.0,726299000000.0001,2741688000000.0,210506000000.0,2171902000000.0,261638000000.0,304149000000.0,2476051000000.0,265637000000.0,1330000000.0,-3006000000.0,0.0,-88349000000.0,-1833000000.0,129132000000.0,23.75
2020-09-30,21693000000.0,1357000000.0,20336000000.0,15790000000.0,4546000000.0,4440000000.0,0.51,8732900000.0,888339000000.0001,1890033000000.0,848419000000.0001,2738452000000.0,214092000000.0,2172151000000.0,255723000000.0,297451000000.0,2469602000000.0,268850000000.0,1748000000.0,-32638000000.0,0.0,54977000000.0,-1983000000.0,-12398000000.0,24.09
2020-12-31,21307000000.0,1208000000.0,20099000000.0,13980000000.0,6119000000.0,5208000000.0,0.6000000000000001,8753200000.0,889921000000.0001,1872444000000.0,947183000000.0,2819627000000.0,211923000000.0,2238243000000.0,262934000000.0,308460000000.0,2546703000000.0,272924000000.0,1952000000.0,54594000000.0,0.0,-53882000000.0,-1828000000.0,77938000000.0,30.31
2021-03-31,24019000000.0,1198000000.0,22821000000.0,13655000000.0,9166000000.0,7560000000.0,0.87,8700100000.0,869988000000.0001,1831207000000.0,1138785000000.0,2969992000000.0,236733000000.0,2402456000000.0,251211000000.0,293536000000.0,2695992000000.0,274000000000.0,1991000000.0,-52328000000.0,0.0,-113080000000.0,-2114000000.0,113627000000.0,38.69
2021-06-30,22620000000.0,1154000000.0,21466000000.0,13424000000.0,8042000000.0,8964000000.0,1.04,8620800000.0,827713000000.0001,1808790000000.0,1221104000000.0,3029894000000.0,244049000000.0,2439255000000.0,274604000000.0,313520000000.0,2752775000000.0,277119000000.0,2052000000.0,-9311000000.0,0.0,-108606000000.0,-1831000000.0,51320000000.0,41.23
2021-09-30,24008000000.0,1242000000.0,22766000000.0,13816000000.0,8950000000.0,7260000000.0,0.86,8430700000.0,836872000000.0001,1835866000000.0,1249580000000.0,3085446000000.0,229753000000.0,2496299000000.0,278621000000.0,316683000000.0,2812982000000.0,272464000000.0,1894000000.0,9795000000.0,0.0,-32698000000.0,-2145000000.0,43663000000.0,42.45
2021-12-31,23204000000.0,1144000000.0,22060000000.0,14242000000.0,7818000000.0,6773000000.0,0.8200000000000001,8493300000.0,853165000000.0001,1907800000000.0,1261695000000.0,3169495000000.0,229904000000.0,2581637000000.0,280117000000.0,317792000000.0,2899429000000.0,270066000000.0,1798000000.0,18245000000.0,0.0,-32501000000.0,-1965000000.0,83040000000.0,44.49
2022-03-31,24550000000.0,1322000000.0,23228000000.0,15349000000.0,7879000000.0,6600000000.0,0.81,8136800000.0,895087000000.0001,1970020000000.0,1268203000000.0,3238223000000.0,247044000000.0,2648630000000.0,278710000000.0,322976000000.0,2971606000000.0,266617000000.0,1399000000.0,13407000000.0,0.0,-127245000000.0,-2222000000.0,40886000000.0,41.22
2022-06-30,25219000000.0,2531000000.0,22688000000.0,15796000000.0,6892000000.0,5932000000.0,0.73,8121600000.0,771300000000.0001,1876640000000.0,1234966000000.0,3111606000000.0,237682000000.0,2528366000000.0,275697000000.0,314122000000.0,2842488000000.0,269118000000.0,1075000000.0,17652000000.0,0.0,-5963000000.0,-1995000000.0,-84651000000.0,31.13
2022-09-30,30358000000.0,5856000000.0,24502000000.0,16201000000.0,8301000000.0,6579000000.0,0.81,8107700000.0,781130000000.0001,1885134000000.0,1187819000000.0,3072953000000.0,237843000000.0,2484151000000.0,269122000000.0,319278000000.0,2803429000000.0,269524000000.0,864000000.0,29414000000.0,0.0,18501000000.0,-2254000000.0,-37889000000.0,30.2
2022-12-31,34926000000.0,10394000000.0,24532000000.0,16635000000.0,7897000000.0,6904000000.0,0.0,8088300000.0,800337000000.0001,1907702000000.0,1143004000000.0,3050706000000.0,0.0,2456566000000.0,275982000000.0,320943000000.0,2777509000000.0,273197000000.0,0.0,0.0,0.0,0.0,6471000000.0,0.0,33.12
