,Revenue,COGS,Gross Profit,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,1224000000.0,935000000.0,289000000.0,90000000.0,56000000.0,0.08,274000000.0,90000000.0,728200000.0,1110000000.0,96000000.0,1206000000.0,12131000000.0,13337000000.0,0.0,165000000.0,5534000000.0,6062000000.0,6227000000.0,7110000000.0,184000000.0,176000000.0,151000000.0,147000000.0,-65000000.0,334000000.0,17.49
2013-06-30,1399000000.0,986000000.0,413000000.0,205000000.0,119000000.0,0.16,386000000.0,205000000.0,745200000.0,428000000.0,130000000.0,558000000.0,12107000000.0,12665000000.0,0.0,175000000.0,4724000000.0,5276000000.0,5451000000.0,7214000000.0,181000000.0,284000000.0,13000000.0,-172000000.0,-75000000.0,-788000000.0,16.87
2013-09-30,1211000000.0,930000000.0,281000000.0,79000000.0,19000000.0,0.03,262000000.0,79000000.0,749000000.0,390000000.0,85000000.0,475000000.0,12088000000.0,12563000000.0,0.0,193000000.0,4560000000.0,5108000000.0,5301000000.0,7262000000.0,183000000.0,237000000.0,-72000000.0,-127000000.0,-82000000.0,-152000000.0,17.67
2013-12-31,1332000000.0,985000000.0,347000000.0,138000000.0,123000000.0,0.16,322000000.0,138000000.0,744400000.0,893000000.0,52000000.0,945000000.0,11869000000.0,12814000000.0,0.0,214000000.0,4759000000.0,5338000000.0,5552000000.0,7262000000.0,184000000.0,322000000.0,92000000.0,77000000.0,-91000000.0,113000000.0,19.44
2014-03-31,1309000000.0,972000000.0,337000000.0,134000000.0,179000000.0,0.24,312000000.0,134000000.0,754900000.0,425000000.0,111000000.0,536000000.0,11673000000.0,12209000000.0,0.0,185000000.0,4093000000.0,4675000000.0,4860000000.0,7349000000.0,178000000.0,171000000.0,196000000.0,134000000.0,-98000000.0,-775000000.0,20.24
2014-06-30,1431000000.0,1003000000.0,428000000.0,225000000.0,155000000.0,0.21,406000000.0,225000000.0,755400000.0,473000000.0,129000000.0,602000000.0,11613000000.0,12215000000.0,0.0,202000000.0,4030000000.0,4629000000.0,4831000000.0,7384000000.0,181000000.0,354000000.0,-121000000.0,-122000000.0,-106000000.0,-185000000.0,22.01
2014-09-30,1294000000.0,959000000.0,335000000.0,202000000.0,144000000.0,0.19,385000000.0,202000000.0,755600000.0,418000000.0,156000000.0,574000000.0,11561000000.0,12135000000.0,0.0,244000000.0,4012000000.0,4541000000.0,4785000000.0,7350000000.0,183000000.0,239000000.0,-97000000.0,-180000000.0,-114000000.0,-105000000.0,21.33
2014-12-31,1287000000.0,967000000.0,320000000.0,133000000.0,254000000.0,0.34,308000000.0,133000000.0,755400000.0,684000000.0,70000000.0,754000000.0,11418000000.0,12172000000.0,0.0,298000000.0,3957000000.0,4506000000.0,4804000000.0,7368000000.0,175000000.0,376000000.0,91000000.0,82000000.0,-151000000.0,-154000000.0,23.77
2015-03-31,1302000000.0,972000000.0,330000000.0,133000000.0,98000000.0,0.13,312000000.0,133000000.0,756000000.0,485000000.0,149000000.0,634000000.0,11376000000.0,12010000000.0,0.0,224000000.0,3968000000.0,4463000000.0,4687000000.0,7323000000.0,179000000.0,164000000.0,-137000000.0,-165000000.0,-197000000.0,-198000000.0,20.18
2015-06-30,1439000000.0,1016000000.0,423000000.0,222000000.0,212000000.0,0.28,407000000.0,222000000.0,753900000.0,265000000.0,135000000.0,400000000.0,11641000000.0,12041000000.0,0.0,230000000.0,4053000000.0,4549000000.0,4779000000.0,7262000000.0,185000000.0,385000000.0,-20000000.0,-399000000.0,-151000000.0,-208000000.0,19.83
2015-09-30,1283000000.0,956000000.0,327000000.0,133000000.0,85000000.0,0.11,316000000.0,133000000.0,746400000.0,279000000.0,130000000.0,409000000.0,11571000000.0,11980000000.0,0.0,248000000.0,4278000000.0,4744000000.0,4992000000.0,6988000000.0,183000000.0,253000000.0,-128000000.0,-133000000.0,-150000000.0,-111000000.0,15.81
2015-12-31,1326000000.0,975000000.0,351000000.0,143000000.0,163000000.0,0.22,325000000.0,143000000.0,752400000.0,236000000.0,56000000.0,292000000.0,11364000000.0,11656000000.0,0.0,243000000.0,3867000000.0,4309000000.0,4552000000.0,7104000000.0,182000000.0,358000000.0,-98000000.0,-11000000.0,-148000000.0,-340000000.0,15.34
2016-03-31,1339000000.0,983000000.0,356000000.0,151000000.0,182000000.0,0.24,334000000.0,151000000.0,749600000.0,249000000.0,135000000.0,384000000.0,11306000000.0,11690000000.0,0.0,215000000.0,3961000000.0,4414000000.0,4629000000.0,7061000000.0,183000000.0,219000000.0,26000000.0,-47000000.0,-150000000.0,-152000000.0,16.7
2016-06-30,1459000000.0,1015000000.0,444000000.0,239000000.0,347000000.0,0.47000000000000003,418000000.0,239000000.0,744000000.0,269000000.0,114000000.0,383000000.0,11209000000.0,11592000000.0,0.0,228000000.0,3715000000.0,4150000000.0,4378000000.0,7214000000.0,179000000.0,392000000.0,252000000.0,137000000.0,-150000000.0,-475000000.0,16.21
2016-09-30,1295000000.0,953000000.0,342000000.0,144000000.0,107000000.0,0.14,327000000.0,144000000.0,740600000.0,342000000.0,106000000.0,448000000.0,11094000000.0,11542000000.0,0.0,242000000.0,3752000000.0,4170000000.0,4412000000.0,7130000000.0,183000000.0,304000000.0,-36000000.0,-75000000.0,-148000000.0,-162000000.0,15.57
2016-12-31,1337000000.0,980000000.0,357000000.0,150000000.0,126000000.0,0.17,336000000.0,150000000.0,743000000.0,374000000.0,55000000.0,429000000.0,10979000000.0,11408000000.0,0.0,278000000.0,3649000000.0,4097000000.0,4375000000.0,7033000000.0,186000000.0,387000000.0,-296000000.0,-114000000.0,-148000000.0,-248000000.0,18.84
2017-03-31,1348000000.0,971000000.0,377000000.0,171000000.0,158000000.0,0.21,352000000.0,171000000.0,738000000.0,413000000.0,133000000.0,546000000.0,11230000000.0,11776000000.0,0.0,218000000.0,3988000000.0,4492000000.0,4710000000.0,7066000000.0,181000000.0,212000000.0,96000000.0,-384000000.0,-185000000.0,208000000.0,18.66
2017-06-30,1441000000.0,995000000.0,446000000.0,244000000.0,210000000.0,0.28,424000000.0,244000000.0,738600000.0,646000000.0,120000000.0,766000000.0,11088000000.0,11854000000.0,0.0,221000000.0,3992000000.0,4492000000.0,4713000000.0,7141000000.0,180000000.0,403000000.0,-13000000.0,4000000.0,-147000000.0,-153000000.0,18.27
2017-09-30,1254000000.0,928000000.0,326000000.0,127000000.0,104000000.0,0.14,305000000.0,127000000.0,738800000.0,789000000.0,116000000.0,905000000.0,10866000000.0,11771000000.0,0.0,250000000.0,3961000000.0,4413000000.0,4663000000.0,7108000000.0,178000000.0,252000000.0,181000000.0,180000000.0,-148000000.0,-299000000.0,18.49
2017-12-31,1344000000.0,982000000.0,362000000.0,134000000.0,92000000.0,0.12,353000000.0,134000000.0,738600000.0,913000000.0,79000000.0,992000000.0,10701000000.0,11693000000.0,0.0,283000000.0,3954000000.0,4408000000.0,4691000000.0,7002000000.0,219000000.0,363000000.0,-60000000.0,-67000000.0,-148000000.0,-158000000.0,19.85
2018-03-31,1346000000.0,969000000.0,377000000.0,171000000.0,253000000.0,0.34,351000000.0,171000000.0,739200000.0,323000000.0,146000000.0,469000000.0,11595000000.0,12064000000.0,0.0,233000000.0,4266000000.0,4703000000.0,4936000000.0,7128000000.0,180000000.0,248000000.0,66000000.0,-955000000.0,-185000000.0,119000000.0,18.64
2018-06-30,1518000000.0,1036000000.0,482000000.0,263000000.0,209000000.0,0.28,453000000.0,263000000.0,739700000.0,646000000.0,161000000.0,807000000.0,11268000000.0,12075000000.0,0.0,242000000.0,4228000000.0,4667000000.0,4909000000.0,7166000000.0,190000000.0,407000000.0,95000000.0,96000000.0,-148000000.0,-174000000.0,21.07
2018-09-30,1299000000.0,955000000.0,344000000.0,-92000000.0,322000000.0,0.43,322000000.0,-92000000.0,739900000.0,1269000000.0,141000000.0,1410000000.0,10745000000.0,12155000000.0,0.0,265000000.0,4079000000.0,4495000000.0,4760000000.0,7395000000.0,414000000.0,286000000.0,755000000.0,649000000.0,-148000000.0,-306000000.0,21.1
2018-12-31,1361000000.0,993000000.0,368000000.0,188000000.0,303000000.0,0.41000000000000003,355000000.0,188000000.0,739800000.0,1542000000.0,71000000.0,1613000000.0,10477000000.0,12090000000.0,0.0,293000000.0,3837000000.0,4231000000.0,4524000000.0,7566000000.0,167000000.0,359000000.0,215000000.0,310000000.0,-148000000.0,-387000000.0,16.67
2019-03-31,1390000000.0,975000000.0,415000000.0,216000000.0,186000000.0,0.25,388000000.0,216000000.0,740600000.0,1082000000.0,145000000.0,1227000000.0,10734000000.0,12577000000.0,0.0,240000000.0,3862000000.0,4192000000.0,5057000000.0,7520000000.0,172000000.0,207000000.0,166000000.0,-428000000.0,-186000000.0,-261000000.0,18.9
2019-06-30,1483000000.0,1012000000.0,471000000.0,280000000.0,286000000.0,0.39,447000000.0,280000000.0,739100000.0,1107000000.0,163000000.0,1270000000.0,10665000000.0,12525000000.0,0.0,248000000.0,3864000000.0,4204000000.0,5051000000.0,7474000000.0,167000000.0,417000000.0,-21000000.0,-32000000.0,-148000000.0,-350000000.0,18.22
2019-09-30,1262000000.0,938000000.0,324000000.0,137000000.0,368000000.0,0.51,304000000.0,137000000.0,725500000.0,2030000000.0,104000000.0,2134000000.0,10449000000.0,13132000000.0,0.0,277000000.0,4442000000.0,4792000000.0,5627000000.0,7505000000.0,167000000.0,290000000.0,358000000.0,386000000.0,-146000000.0,231000000.0,17.29
2019-12-31,1334000000.0,967000000.0,367000000.0,166000000.0,80000000.0,0.11,342000000.0,166000000.0,730300000.0,1573000000.0,63000000.0,1636000000.0,10074000000.0,12305000000.0,24000000.0,263000000.0,3794000000.0,4111000000.0,4980000000.0,7325000000.0,176000000.0,336000000.0,131000000.0,132000000.0,-143000000.0,-935000000.0,18.55
2020-03-31,1052000000.0,874000000.0,178000000.0,-11000000.0,-3000000.0,0.0,155000000.0,-11000000.0,708100000.0,2796000000.0,37000000.0,2833000000.0,10015000000.0,13446000000.0,0.0,222000000.0,5295000000.0,5545000000.0,6376000000.0,7070000000.0,166000000.0,157000000.0,-130000000.0,-103000000.0,-179000000.0,1166000000.0,11.04
2020-06-30,103000000.0,263000000.0,-160000000.0,-353000000.0,-352000000.0,-0.5,-184000000.0,-353000000.0,705100000.0,1578000000.0,6000000.0,1584000000.0,10011000000.0,12190000000.0,0.0,68000000.0,4543000000.0,4793000000.0,5468000000.0,6722000000.0,169000000.0,-172000000.0,47000000.0,-161000000.0,-141000000.0,-898000000.0,10.79
2020-09-30,198000000.0,332000000.0,-134000000.0,-318000000.0,-313000000.0,-0.44,-149000000.0,-318000000.0,705200000.0,2430000000.0,19000000.0,2449000000.0,10022000000.0,13071000000.0,0.0,78000000.0,5728000000.0,5974000000.0,6664000000.0,6407000000.0,169000000.0,-149000000.0,-290000000.0,-85000000.0,0.0,1069000000.0,10.79
2020-12-31,267000000.0,350000000.0,-83000000.0,-271000000.0,-64000000.0,-0.09,-102000000.0,-271000000.0,705900000.0,2335000000.0,22000000.0,2357000000.0,9936000000.0,12890000000.0,439000000.0,71000000.0,5541000000.0,5883000000.0,6564000000.0,6326000000.0,169000000.0,-143000000.0,155000000.0,154000000.0,0.0,-106000000.0,14.63
2021-03-31,399000000.0,376000000.0,23000000.0,-166000000.0,-152000000.0,-0.22,1000000.0,-166000000.0,705600000.0,2008000000.0,26000000.0,2034000000.0,10091000000.0,12721000000.0,0.0,76000000.0,5540000000.0,5886000000.0,6571000000.0,6150000000.0,167000000.0,-49000000.0,-29000000.0,-275000000.0,0.0,-11000000.0,16.85
2021-06-30,649000000.0,523000000.0,126000000.0,-68000000.0,-60000000.0,-0.09,104000000.0,-68000000.0,707600000.0,1450000000.0,55000000.0,1505000000.0,10710000000.0,12809000000.0,0.0,80000000.0,5542000000.0,5885000000.0,6572000000.0,6237000000.0,172000000.0,9000000.0,-28000000.0,-699000000.0,0.0,138000000.0,17.09
2021-09-30,844000000.0,657000000.0,187000000.0,-95000000.0,-119000000.0,-0.17,170000000.0,-95000000.0,714000000.0,1038000000.0,58000000.0,1096000000.0,11057000000.0,12712000000.0,0.0,91000000.0,5545000000.0,5923000000.0,6586000000.0,6126000000.0,265000000.0,118000000.0,-27000000.0,-528000000.0,0.0,0.0,16.33
2021-12-31,998000000.0,731000000.0,267000000.0,79000000.0,320000000.0,0.45,247000000.0,79000000.0,714000000.0,807000000.0,113000000.0,920000000.0,10881000000.0,12352000000.0,2000000.0,85000000.0,4891000000.0,5257000000.0,5906000000.0,6446000000.0,168000000.0,209000000.0,386000000.0,344000000.0,0.0,-779000000.0,17.39
2022-03-31,1074000000.0,757000000.0,317000000.0,122000000.0,116000000.0,0.16,297000000.0,122000000.0,714000000.0,266000000.0,125000000.0,391000000.0,10875000000.0,11829000000.0,0.0,97000000.0,4210000000.0,4632000000.0,5304000000.0,6525000000.0,175000000.0,261000000.0,35000000.0,-92000000.0,0.0,-693000000.0,19.43
2022-06-30,1381000000.0,874000000.0,507000000.0,327000000.0,256000000.0,0.36,491000000.0,327000000.0,715000000.0,699000000.0,164000000.0,1276000000.0,10208000000.0,12044000000.0,0.0,113000000.0,4212000000.0,4577000000.0,5262000000.0,6782000000.0,164000000.0,447000000.0,104000000.0,32000000.0,-21000000.0,-22000000.0,15.68
2022-09-30,1189000000.0,858000000.0,331000000.0,148000000.0,114000000.0,0.16,315000000.0,148000000.0,715000000.0,883000000.0,118000000.0,1414000000.0,10195000000.0,12167000000.0,0.0,162000000.0,4214000000.0,4618000000.0,5350000000.0,6817000000.0,167000000.0,348000000.0,-23000000.0,-112000000.0,-44000000.0,-44000000.0,15.88
