,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,127920000.0,47137000.0,80783000.0,3239000.0,36847000.0,21180000.0,0.5,70859000.0,36847000.0,42354000.0,8873000.0,8873000.0,2766135000.0,2775008000.0,0.0,92108000.0,1691253000.0,1720587000.0,1812695000.0,962313000.0,34012000.0,42117000.0,-56189000.0,-51241000.0,-29418000.0,8273000.0,69.06
2013-06-30,131801000.0,49140000.0,82661000.0,3389000.0,38146000.0,59089000.0,1.37,71865000.0,38146000.0,42690000.0,21781000.0,21781000.0,2812436000.0,2834217000.0,0.0,106369000.0,1691541000.0,1716051000.0,1822420000.0,1011797000.0,33719000.0,67265000.0,-11152000.0,-19988000.0,-29697000.0,-46709000.0,67.77
2013-09-30,135406000.0,51595000.0,83811000.0,3976000.0,37966000.0,44284000.0,1.04,71445000.0,37966000.0,42702000.0,239684000.0,239684000.0,2788573000.0,3028257000.0,0.0,116245000.0,1860202000.0,1881991000.0,1998236000.0,1030021000.0,33479000.0,59395000.0,22228000.0,-23136000.0,-29699000.0,136054000.0,62.5
2013-12-31,240363000.0,105795000.0,134568000.0,4965000.0,36772000.0,-9272000.0,-0.12,119365000.0,36772000.0,50677000.0,133694000.0,133694000.0,6708231000.0,6841925000.0,0.0,221335000.0,3472718000.0,3507053000.0,3728388000.0,3113537000.0,82593000.0,89603000.0,-86745000.0,10577000.0,-58433000.0,-191952000.0,60.74
2014-03-31,243487000.0,96755000.0,146732000.0,4342000.0,40905000.0,14866000.0,0.2,124972000.0,40905000.0,74803000.0,159777000.0,159777000.0,6625886000.0,6785663000.0,0.0,213171000.0,3463059000.0,3495346000.0,3708517000.0,3077146000.0,84067000.0,96061000.0,15067000.0,28327000.0,-54661000.0,-91753000.0,68.27
2014-06-30,245305000.0,100735000.0,144570000.0,5212000.0,58887000.0,31613000.0,0.42,122271000.0,58887000.0,74948000.0,91001000.0,91001000.0,6692120000.0,6783121000.0,0.0,217294000.0,3475413000.0,3508625000.0,3725919000.0,3057202000.0,63384000.0,92299000.0,-136335000.0,-154796000.0,-54753000.0,-33386000.0,73.05
2014-09-30,249574000.0,101476000.0,148098000.0,6511000.0,64370000.0,66976000.0,0.89,130110000.0,64370000.0,75058000.0,147552000.0,147552000.0,6635462000.0,6783014000.0,0.0,248938000.0,3430014000.0,3458144000.0,3707082000.0,3075932000.0,65740000.0,108980000.0,55759000.0,71335000.0,-54884000.0,-118111000.0,65.65
2014-12-31,253965900.0,98117000.0,155849000.0,4844000.0,66070900.0,34525000.0,0.46,133341900.0,66071000.0,74982000.0,54834000.0,54834000.0,6766944000.0,6821778000.0,0.0,227439000.0,3512699000.0,3542528000.0,3769967000.0,3051811000.0,67271000.0,88038000.0,-179103000.0,-148630000.0,-54860000.0,-1044000.0,74.68
2015-03-31,258552000.0,101621000.0,156931000.0,6567000.0,69393000.0,61267000.0,0.81,138230000.0,69393000.0,75145000.0,45282000.0,45282000.0,6754400000.0,6799682000.0,0.0,202902000.0,3479493000.0,3543383000.0,3746285000.0,3053397000.0,68837000.0,102859000.0,-25751000.0,-32176000.0,-57840000.0,-75751000.0,77.27
2015-06-30,258891000.0,100724000.0,158167000.0,6657000.0,68837000.0,136299000.0,1.81,139248000.0,68837000.0,75168000.0,83436000.0,83436000.0,6759977000.0,6843413000.0,0.0,227018000.0,3442244000.0,3474110000.0,3701128000.0,3142285000.0,70411000.0,123671000.0,23569000.0,3025000.0,-57886000.0,-118251000.0,72.81
2015-09-30,261998000.0,102289000.0,159709000.0,5879000.0,73138000.0,91734000.0,1.22,142076000.0,73138000.0,75189000.0,134197000.0,134197000.0,6753144000.0,6887341000.0,0.0,254220000.0,3425135000.0,3461800000.0,3716020000.0,3171321000.0,68938000.0,135006000.0,-14074000.0,-46735000.0,-67986000.0,-73425000.0,81.87
2015-12-31,263338100.0,127001000.0,136337100.0,6613000.0,79540000.0,42987000.0,0.5700000000000001,150736000.0,79540000.0,75176000.0,63641000.0,63641000.0,6784140000.0,6847781000.0,0.0,232159000.0,3427568000.0,3457799000.0,3689958000.0,3157823000.0,71196000.0,102185000.0,-119941000.0,-60329000.0,-48367000.0,-49173000.0,90.81
2016-03-31,269016000.0,102929000.0,166087000.0,6582000.0,76709000.0,43413000.0,0.58,149201000.0,76709000.0,75249000.0,49824000.0,49824000.0,6778097000.0,6827921000.0,0.0,215003000.0,3443963000.0,3477685000.0,3692688000.0,3135233000.0,72492000.0,104085000.0,-67335000.0,-65917000.0,-61857000.0,-47543000.0,102.21
2016-06-30,272236000.0,104494000.0,167742000.0,7014000.0,77794000.0,45144000.0,0.6000000000000001,151320000.0,77794000.0,75277000.0,51410000.0,51410000.0,6817971000.0,6869381000.0,0.0,226122000.0,3489425000.0,3523940000.0,3750062000.0,3119319000.0,73526000.0,134131000.0,-119841000.0,-119466000.0,-61917000.0,-16570000.0,106.4
2016-09-30,276898000.0,107514000.0,169384000.0,6661000.0,73790000.0,84279000.0,1.12,148299000.0,73790000.0,75302000.0,58854000.0,58854000.0,6822458000.0,6881313000.0,0.0,269045000.0,3434157000.0,3464686000.0,3733731000.0,3147582000.0,74509000.0,151006000.0,-30752000.0,-30722000.0,-61930000.0,-118746000.0,93.99
2016-12-31,307198000.0,142512000.0,164686000.0,8783000.0,46785000.0,39079000.0,0.44,139721000.0,46785100.0,78502000.0,121800000.0,121800000.0,11482690000.0,11604490000.0,0.0,452605000.0,4499712000.0,4509785000.0,4962390000.0,6642101000.0,92936000.0,95782000.0,-8825000.0,-433026000.0,-61948000.0,405145000.0,97.92
2017-03-31,378908000.0,152254000.0,226654000.0,12840000.0,77656000.0,40983000.0,0.36,204591000.0,77656000.0,113338000.0,58499000.0,58499000.0,11501200000.0,11559700000.0,0.0,382131000.0,4557184000.0,4590736000.0,4972867000.0,6586832000.0,126935000.0,132773000.0,-149155000.0,-149155000.0,-98791000.0,-46919000.0,101.74
2017-06-30,382791000.0,156714000.0,226077000.0,9534000.0,85976000.0,47393000.0,0.42,209890000.0,85976000.0,113403000.0,67518000.0,67518000.0,11466610000.0,11534130000.0,0.0,395164000.0,4573052000.0,4606723000.0,5001887000.0,6532242000.0,123914000.0,188450000.0,-98483000.0,-98483000.0,-98811000.0,-80948000.0,105.38
2017-09-30,384550000.0,159460000.0,225090000.0,8361000.0,94671000.0,113787000.0,1.0,210734000.0,94671000.0,113434000.0,128104000.0,128104000.0,11404700000.0,11532800000.0,0.0,456937000.0,4492834000.0,4525238000.0,4982175000.0,6550626000.0,116063000.0,236233000.0,5298000.0,4548000.0,-98839000.0,-180195000.0,106.88
2017-12-31,382738000.0,151891000.0,230847000.0,9459000.0,96473000.0,122528000.0,1.08,214291000.0,96473000.0,113407000.0,88867000.0,88867000.0,11403050000.0,11491920000.0,0.0,405560000.0,4502057000.0,4512465000.0,4918025000.0,6573894000.0,117818000.0,103344000.0,-50370000.0,-51120000.0,-98853000.0,-91461000.0,100.56
2018-03-31,386017000.0,157284000.0,228733000.0,10132000.0,94058000.0,48097000.0,0.42,213850000.0,94058000.0,113507000.0,82110000.0,82110000.0,11335270000.0,11417380000.0,0.0,390380000.0,4498851000.0,4506633000.0,4897013000.0,6520363000.0,119792000.0,152704000.0,-45915000.0,-46665000.0,-104876000.0,-112796000.0,91.24
2018-06-30,390073000.0,160126000.0,229947000.0,9211000.0,94985000.0,58885000.0,0.52,216745000.0,94985000.0,113646000.0,60803000.0,60803000.0,11386330000.0,11447130000.0,0.0,409604000.0,4548635000.0,4558045000.0,4967649000.0,6479480000.0,121760000.0,211301000.0,-174697000.0,-174697000.0,-104967000.0,-57911000.0,100.67
2018-09-30,397108000.0,166043000.0,231065000.0,6380000.0,98258000.0,51869000.0,0.46,221611000.0,98258000.0,113671000.0,79400000.0,79400000.0,11339590000.0,11418990000.0,0.0,473803000.0,4504023000.0,4513630000.0,4987433000.0,6431554000.0,123353000.0,237051000.0,-65646000.0,-66396000.0,-104991000.0,-152058000.0,100.18
2018-12-31,398147900.0,158768000.0,239379900.0,13132000.0,113210000.0,60360000.0,0.53,234310000.0,113210000.0,113638000.0,51673000.0,51673000.0,11272110000.0,11323780000.0,0.0,413850000.0,4528328000.0,4537742000.0,4951592000.0,6372189000.0,121100000.0,133236000.0,-77962000.0,-78592000.0,-105015000.0,-82371000.0,95.7
2019-03-31,401178000.0,163219000.0,237959000.0,12337000.0,102833000.0,62738000.0,0.55,227662000.0,102833000.0,113726000.0,59387000.0,59387000.0,11244380000.0,11303760000.0,0.0,419320000.0,4548098000.0,4559143000.0,4978463000.0,6325299000.0,124829000.0,154678000.0,-52884000.0,-52884000.0,-109324000.0,-94080000.0,109.33
2019-06-30,407390000.0,167596000.0,239794000.0,10398000.0,105452000.0,60995000.0,0.53,231357000.0,105452000.0,113838000.0,57684000.0,57684000.0,11217150000.0,11274830000.0,0.0,450212000.0,4539989000.0,4552092000.0,5002304000.0,6272526000.0,125905000.0,213789000.0,-85426000.0,-87942000.0,-109434000.0,-127550000.0,117.76
2019-09-30,415632000.0,173438000.0,242194000.0,10225000.0,107285000.0,77723000.0,0.68,233466900.0,107285000.0,113877000.0,42682000.0,42682000.0,11205070000.0,11247750000.0,0.0,521374000.0,4476114000.0,4489770000.0,5011144000.0,6236610000.0,126182000.0,253071000.0,-88236000.0,-89855000.0,-109481000.0,-178218000.0,130.01
2019-12-31,416817000.0,163603000.0,253214000.0,10885000.0,116903100.0,148667000.0,1.3,243555100.0,116903000.0,113854000.0,70541000.0,70541000.0,11159910000.0,11230450000.0,211000000.0,472262000.0,4454598000.0,4468729000.0,4940991000.0,6289459000.0,126652000.0,159882000.0,-6843000.0,-7592000.0,-109504000.0,-124431000.0,131.86
2020-03-31,418098000.0,167815000.0,250283000.0,13264000.0,110631000.0,35726000.0,0.31,238445000.0,110631000.0,114111000.0,49047000.0,49047000.0,11106930000.0,11155980000.0,137000000.0,445452000.0,4483693000.0,4494960000.0,4940412000.0,6215565000.0,127814000.0,160602000.0,-89089000.0,-89989000.0,-114270000.0,-92107000.0,103.03
2020-06-30,413026000.0,169201000.0,243825000.0,10557000.0,106078000.0,74140000.0,0.65,234659000.0,106078000.0,114204000.0,35594000.0,35594000.0,11095720000.0,11131310000.0,226000000.0,473795000.0,4472608000.0,4485941000.0,4959736000.0,6171577000.0,128581000.0,229013000.0,-107105000.0,-107846000.0,-114348000.0,-134620000.0,114.67
2020-09-30,423199000.0,182505000.0,240694000.0,11360000.0,101655000.0,58988000.0,0.52,230793000.0,101655000.0,114216000.0,27589000.0,27589000.0,11101120000.0,11128700000.0,35000000.0,570014000.0,4425594000.0,4439435000.0,5009449000.0,6119255000.0,129138000.0,254270000.0,-93715000.0,-95317000.0,-114365000.0,-166958000.0,115.95
2020-12-31,423661000.0,173250000.0,250411000.0,11677000.0,109149000.0,82420000.0,0.72,240254000.0,109149000.0,114188000.0,35615000.0,35615000.0,11159180000.0,11194790000.0,364000000.0,528274000.0,4562712000.0,4578109000.0,5106383000.0,6088408000.0,131105000.0,180064000.0,-189822000.0,-191579000.0,-114372000.0,19541000.0,126.69
2021-03-31,425005000.0,175407000.0,249598000.0,12979000.0,105116000.0,46271000.0,0.4,238280000.0,105116000.0,114263000.0,43375000.0,43375000.0,11149000000.0,11192380000.0,458000000.0,497432000.0,4657585000.0,4675413000.0,5172845000.0,6019533000.0,133164000.0,148111000.0,-112613000.0,-112499000.0,-117242000.0,-27852000.0,144.36
2021-06-30,436927000.0,182513000.0,254414000.0,13114000.0,109476000.0,215556000.0,1.88,242898000.0,109476000.0,114494000.0,43004000.0,43004000.0,11199120000.0,11242120000.0,353000000.0,546524000.0,4553237000.0,4574929000.0,5121453000.0,6120667000.0,133422000.0,249207000.0,-22823000.0,-20039000.0,-117349000.0,-229539000.0,168.42
2021-09-30,452575000.0,186669000.0,265906000.0,12670000.0,118625000.0,83477000.0,0.73,254859000.0,118625000.0,114933000.0,41521000.0,41521000.0,11212610000.0,11254130000.0,25000000.0,598592000.0,4540887000.0,4565210000.0,5163802000.0,6090330000.0,136234000.0,280932000.0,-140153000.0,-137117000.0,-117793000.0,-145298000.0,186.75
2021-12-31,463575000.0,182308000.0,281267100.0,14121000.0,131651100.0,184539000.0,1.6,268898100.0,131651100.0,115158000.0,130598000.0,130598000.0,11154580000.0,11285180000.0,125000000.0,584400000.0,4516690000.0,4546875000.0,5131275000.0,6153907000.0,137247000.0,216717000.0,26175000.0,16069000.0,-118017000.0,-143709000.0,229.44
2022-03-31,476078000.0,185957000.0,290121000.0,16323000.0,140060000.0,109801000.0,0.9500000000000001,275556000.0,140060000.0,115259000.0,72624000.0,72624000.0,11126450000.0,11199080000.0,145000000.0,531351000.0,4537505000.0,4564362000.0,5095713000.0,6103362000.0,135496000.0,179623000.0,-76127000.0,-83532000.0,-125432000.0,-154065000.0,209.45
2022-06-30,495040000.0,197307000.0,297733000.0,15580000.0,148009000.0,209631000.0,1.82,283920000.0,148009000.0,115353000.0,221702000.0,221702000.0,11058700000.0,11280400000.0,145000000.0,571568000.0,4518314000.0,4540717000.0,5112285000.0,6168116000.0,135911000.0,284284000.0,6605000.0,25737000.0,-125528000.0,-160943000.0,174.67
2022-09-30,520783000.0,207685000.0,313098000.0,12188000.0,164031000.0,121307000.0,1.05,302583000.0,164031000.0,115363000.0,53554000.0,53554000.0,11284670000.0,11338230000.0,125000000.0,647176000.0,4519151000.0,4539296000.0,5186472000.0,6151755000.0,138552000.0,343408000.0,-360762000.0,-356818000.0,-144298000.0,-154738000.0,155.07
